Round,Track,Lap,Position,Fuel,"Tyre Condition","Tyre Choice",Pit,"Lap Time","Lap Distance",Cornering,Inclines,Camber,Grip,Altitude,Roughness,Width,Temperature,Humidity,"Wind (Avg. Speed)","Wind (Gusts)","Air Density","Air Pressure"
1,Italy,30,6,48.052795401618,81.294893318825,Soft,0,88.145913604725,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,31,6,45.663354481941,77.55387198259,Soft,0,88.000758027549,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,32,6,43.273913562265,73.812850646355,Soft,0,87.216602450373,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,33,6,40.884472642588,70.07182931012,Soft,0,86.846446873197,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,34,6,38.495031722912,66.330807973885,Soft,0,86.559291296021,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,35,6,36.105590803235,62.58978663765,Soft,0,86.799135718845,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,36,6,33.716149883559,58.848765301415,Soft,0,87.153980141669,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,37,6,31.326708963882,55.10774396518,Soft,0,86.627824564493,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,38,6,28.937268044206,51.366722628945,Soft,0,86.379668987317,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,39,6,26.54782712453,47.62570129271,Soft,0,85.593513410141,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,40,5,24.158386204853,43.884679956475,Soft,0,84.528357832965,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,41,5,21.768945285177,40.14365862024,Soft,0,84.829202255789,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,42,5,19.3795043655,36.402637284005,Soft,0,84.203046678613,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,43,5,16.990063445824,32.66161594777,Soft,0,85.484891101437,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,44,5,14.600622526147,28.920594611535,Soft,0,85.417735524261,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,45,5,12.211181606471,25.1795732753,Soft,0,85.374579947085,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,46,5,9.8217406867943,21.438551939065,Soft,0,84.466424369909,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,47,4,7.4322997671179,17.69753060283,Soft,0,83.307268792733,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,48,6,60,100,Soft,1,114.88511321556,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,49,6,57.610559080324,96.258978663765,Soft,0,88.560535913429,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,50,6,55.221118160647,92.51795732753,Soft,0,87.253380336253,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,51,6,52.831677240971,88.776935991295,Soft,0,87.459224759077,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,52,6,50.442236321294,85.03591465506,Soft,0,87.634069181901,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,53,6,48.052795401618,81.294893318825,Soft,0,86.292913604725,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,54,6,45.663354481941,77.55387198259,Soft,0,86.604758027549,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,55,6,43.273913562265,73.812850646355,Soft,0,86.311602450373,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,56,6,40.884472642588,70.07182931012,Soft,0,86.928446873197,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,57,6,38.495031722912,66.330807973885,Soft,0,85.658291296021,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,58,6,36.105590803235,62.58978663765,Soft,0,86.511135718845,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,59,6,33.716149883559,58.848765301415,Soft,0,86.163980141669,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,60,6,31.326708963882,55.10774396518,Soft,0,86.031824564493,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,61,6,28.937268044206,51.366722628945,Soft,0,86.090668987317,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,62,6,26.54782712453,47.62570129271,Soft,0,86.015513410141,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,63,6,24.158386204853,43.884679956475,Soft,0,85.137357832965,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,64,6,21.768945285177,40.14365862024,Soft,0,84.922202255789,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,65,6,19.3795043655,36.402637284005,Soft,0,85.164046678613,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,66,6,16.990063445824,32.66161594777,Soft,0,84.387891101437,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,67,6,14.600622526147,28.920594611535,Soft,0,85.078735524261,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,68,6,12.211181606471,25.1795732753,Soft,0,85.403579947085,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,69,6,9.8217406867943,21.438551939065,Soft,0,85.010424369909,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,70,6,7.4322997671179,17.69753060283,Soft,0,84.536268792733,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
2,Netherlands,1,3,16.959623132207,88.908596223715,"Extra Soft",0,88.960749212955,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,2,3,14.919246264415,77.817192447429,"Extra Soft",0,87.852382891315,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,3,2,12.878869396622,66.725788671144,"Extra Soft",0,87.635016569675,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,4,2,10.838492528829,55.634384894858,"Extra Soft",0,86.930650248035,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,5,2,8.7981156610368,44.542981118573,"Extra Soft",0,87.297283926395,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,6,2,6.7577387932442,33.451577342287,"Extra Soft",0,85.955917604754,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,7,2,4.7173619254515,22.360173566002,"Extra Soft",0,85.918551283114,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,8,2,2.6769850576589,11.268769789717,"Extra Soft",0,87.236184961474,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,9,6,19,100,"Extra Soft",1,116.75581863983,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,10,6,16.959623132207,88.908596223715,"Extra Soft",0,88.702749212955,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,11,6,14.919246264415,77.817192447429,"Extra Soft",0,87.535382891315,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,12,5,12.878869396622,66.725788671144,"Extra Soft",0,88.284016569675,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,13,5,10.838492528829,55.634384894858,"Extra Soft",0,87.364650248035,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,14,5,8.7981156610368,44.542981118573,"Extra Soft",0,86.671283926395,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,15,5,6.7577387932442,33.451577342287,"Extra Soft",0,87.367917604754,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,16,4,4.7173619254515,22.360173566002,"Extra Soft",0,86.709551283114,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,17,3,2.6769850576589,11.268769789717,"Extra Soft",0,87.361184961474,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,18,6,19,100,"Extra Soft",1,117.25381863983,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,19,6,16.959623132207,88.908596223715,"Extra Soft",0,87.291749212955,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,20,6,14.919246264415,77.817192447429,"Extra Soft",0,88.363382891315,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,21,6,12.878869396622,66.725788671144,"Extra Soft",0,87.533016569675,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,22,6,10.838492528829,55.634384894858,"Extra Soft",0,87.083650248035,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,23,6,8.7981156610368,44.542981118573,"Extra Soft",0,87.876283926395,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,24,5,6.7577387932442,33.451577342287,"Extra Soft",0,86.281917604754,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,25,4,4.7173619254515,22.360173566002,"Extra Soft",0,86.832551283114,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,26,4,2.6769850576589,11.268769789717,"Extra Soft",0,86.762184961474,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,27,6,41,100,Soft,1,116.30781863983,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,28,6,38.959623132207,95.066418872192,Soft,0,89.464741212955,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,29,6,36.919246264415,90.132837744384,Soft,0,89.219374891315,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,30,6,34.878869396622,85.199256616576,Soft,0,90.633008569675,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,31,6,32.838492528829,80.265675488768,Soft,0,88.579642248035,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,32,6,30.798115661037,75.33209436096,Soft,0,88.656275926395,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,33,6,28.757738793244,70.398513233152,Soft,0,88.818909604754,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,34,6,26.717361925452,65.464932105344,Soft,0,89.659543283114,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,35,6,24.676985057659,60.531350977535,Soft,0,89.862176961474,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,36,6,22.636608189866,55.597769849727,Soft,0,88.173810639834,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,37,6,20.596231322074,50.664188721919,Soft,0,88.734444318194,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,38,5,18.555854454281,45.730607594111,Soft,0,87.791077996554,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,39,4,16.515477586488,40.797026466303,Soft,0,88.720711674913,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,40,4,14.475100718696,35.863445338495,Soft,0,87.869345353273,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,41,4,12.434723850903,30.929864210687,Soft,0,87.285979031633,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,42,4,10.39434698311,25.996283082879,Soft,0,88.062612709993,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,43,4,8.3539701153178,21.062701955071,Soft,0,88.320246388353,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,44,4,6.3135932475251,16.129120827263,Soft,0,88.476880066713,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,45,4,4.2732163797325,11.195539699455,Soft,0,87.533513745073,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,46,4,2.2328395119399,6.2619585716467,Soft,0,87.723147423432,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,47,6,41,100,Soft,1,116.29878110179,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,48,6,38.959623132207,95.066418872192,Soft,0,90.247741212955,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,49,6,36.919246264415,90.132837744384,Soft,0,90.724374891315,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,50,6,34.878869396622,85.199256616576,Soft,0,88.936008569675,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,51,6,32.838492528829,80.265675488768,Soft,0,88.979642248035,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,52,6,30.798115661037,75.33209436096,Soft,0,88.890275926395,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,53,6,28.757738793244,70.398513233152,Soft,0,89.995909604754,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,54,6,26.717361925452,65.464932105344,Soft,0,89.245543283114,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,55,6,24.676985057659,60.531350977535,Soft,0,88.080176961474,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,56,6,22.636608189866,55.597769849727,Soft,0,89.099810639834,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,57,6,20.596231322074,50.664188721919,Soft,0,89.172444318194,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,58,6,18.555854454281,45.730607594111,Soft,0,89.288077996554,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,59,6,16.515477586488,40.797026466303,Soft,0,88.826711674913,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,60,6,14.475100718696,35.863445338495,Soft,0,88.091345353273,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,61,6,12.434723850903,30.929864210687,Soft,0,87.182979031633,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,62,6,10.39434698311,25.996283082879,Soft,0,87.630612709993,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,63,5,8.3539701153178,21.062701955071,Soft,0,87.203246388353,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,64,5,6.3135932475251,16.129120827263,Soft,0,87.008880066713,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,65,5,4.2732163797325,11.195539699455,Soft,0,86.990513745073,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,66,5,2.2328395119399,6.2619585716467,Soft,0,87.187147423432,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
2,Netherlands,67,5,0.19246264414723,1.3283774438387,Soft,0,86.388781101792,4.6,10,22,64,16,18,62,1,36,2,90,67,57,77
3,Switzerland,1,3,37.78350152935,95.223170657005,"Extra Soft",0,66.070042203333,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,2,3,35.5670030587,90.44634131401,"Extra Soft",0,66.366490863962,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,3,3,33.35050458805,85.669511971015,"Extra Soft",0,66.39393952459,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,4,4,31.134006117401,80.89268262802,"Extra Soft",0,65.312388185219,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,5,3,28.917507646751,76.115853285026,"Extra Soft",0,64.705836845847,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,6,4,26.701009176101,71.339023942031,"Extra Soft",0,65.920285506476,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,7,3,24.484510705451,66.562194599036,"Extra Soft",0,65.488734167104,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,8,3,22.268012234801,61.785365256041,"Extra Soft",0,64.725182827733,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,9,3,20.051513764151,57.008535913046,"Extra Soft",0,65.685631488361,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,10,2,17.835015293501,52.231706570051,"Extra Soft",0,64.81508014899,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,11,2,15.618516822851,47.454877227056,"Extra Soft",0,64.596528809618,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,12,2,13.402018352202,42.678047884061,"Extra Soft",0,64.768977470247,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,13,2,11.185519881552,37.901218541066,"Extra Soft",0,64.393426130875,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,14,2,8.9690214109018,33.124389198072,"Extra Soft",0,64.161874791504,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,15,2,6.7525229402519,28.347559855077,"Extra Soft",0,63.969323452132,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,16,2,4.536024469602,23.570730512082,"Extra Soft",0,63.695772112761,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,17,2,2.3195259989521,18.793901169087,"Extra Soft",0,63.799220773389,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,18,4,40,100,"Extra Soft",1,94.024669434018,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,19,3,37.78350152935,95.223170657005,"Extra Soft",0,66.154042203333,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,20,3,35.5670030587,90.44634131401,"Extra Soft",0,66.441490863962,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,21,3,33.35050458805,85.669511971015,"Extra Soft",0,65.12693952459,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,22,3,31.134006117401,80.89268262802,"Extra Soft",0,65.634388185219,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,23,3,28.917507646751,76.115853285026,"Extra Soft",0,65.340836845847,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,24,3,26.701009176101,71.339023942031,"Extra Soft",0,65.812285506476,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,25,3,24.484510705451,66.562194599036,"Extra Soft",0,65.985734167104,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,26,3,22.268012234801,61.785365256041,"Extra Soft",0,66.149182827733,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,27,3,20.051513764151,57.008535913046,"Extra Soft",0,64.771631488361,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,28,3,17.835015293501,52.231706570051,"Extra Soft",0,64.68408014899,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,29,3,15.618516822851,47.454877227056,"Extra Soft",0,64.471528809618,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,30,2,13.402018352202,42.678047884061,"Extra Soft",0,64.665977470247,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,31,2,11.185519881552,37.901218541066,"Extra Soft",0,64.965426130875,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,32,2,8.9690214109018,33.124389198072,"Extra Soft",0,64.890874791504,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,33,2,6.7525229402519,28.347559855077,"Extra Soft",0,63.561323452132,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,34,2,4.536024469602,23.570730512082,"Extra Soft",0,64.610772112761,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,35,2,2.3195259989521,18.793901169087,"Extra Soft",0,64.414220773389,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,36,2,40,100,"Extra Soft",1,94.327669434018,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,37,3,37.78350152935,95.223170657005,"Extra Soft",0,67.104042203333,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,38,3,35.5670030587,90.44634131401,"Extra Soft",0,66.133490863962,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,39,3,33.35050458805,85.669511971015,"Extra Soft",0,65.01193952459,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,40,3,31.134006117401,80.89268262802,"Extra Soft",0,66.531388185219,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,41,3,28.917507646751,76.115853285026,"Extra Soft",0,65.446836845847,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,42,3,26.701009176101,71.339023942031,"Extra Soft",0,65.763285506476,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,43,3,24.484510705451,66.562194599036,"Extra Soft",0,66.181734167104,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,44,3,22.268012234801,61.785365256041,"Extra Soft",0,65.970182827733,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,45,3,20.051513764151,57.008535913046,"Extra Soft",0,65.142631488361,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,46,3,17.835015293501,52.231706570051,"Extra Soft",0,65.62408014899,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,47,3,15.618516822851,47.454877227056,"Extra Soft",0,64.038528809618,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,48,3,13.402018352202,42.678047884061,"Extra Soft",0,65.591977470247,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,49,3,11.185519881552,37.901218541066,"Extra Soft",0,64.979426130875,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,50,2,8.9690214109018,33.124389198072,"Extra Soft",0,65.016874791504,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,51,2,6.7525229402519,28.347559855077,"Extra Soft",0,64.522323452132,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,52,2,4.536024469602,23.570730512082,"Extra Soft",0,63.547772112761,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,53,2,2.3195259989521,18.793901169087,"Extra Soft",0,64.801220773389,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,54,3,40,100,"Extra Soft",1,93.167669434018,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,55,3,37.78350152935,95.223170657005,"Extra Soft",0,65.365042203333,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,56,3,35.5670030587,90.44634131401,"Extra Soft",0,66.345490863962,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,57,3,33.35050458805,85.669511971015,"Extra Soft",0,65.43493952459,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,58,3,31.134006117401,80.89268262802,"Extra Soft",0,65.577388185219,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,59,3,28.917507646751,76.115853285026,"Extra Soft",0,65.992836845847,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
